url	company	role
https://jobs.ashbyhq.com/lovable/0d76fa8d-4aaa-41e2-b5d8-d316648bdff8	Lovable	Fullstack Engineer - Lovable Apps Platform Team
https://jobs.ashbyhq.com/legora/8f04eacb-b330-4166-8c88-a77c9cc4f46f	Legora	Platform Engineer
https://jobs.ashbyhq.com/legora/9a04bbd8-0583-48de-9606-431c01079b8b	Legora	Software Engineer
https://jobs.ashbyhq.com/legora/f1ed20ac-add0-47f0-a6c5-2d6cf5149117	Legora	Software Engineer
https://jobs.ashbyhq.com/legora/056d9fc6-431c-40b6-b6ff-3a147b23b5c8	Legora	Senior Software Engineer
https://jobs.ashbyhq.com/legora/e1b04e64-3eff-4583-b083-dcebc754f80a	Legora	Senior Backend Engineer
https://jobs.ashbyhq.com/legora/9cbd8455-89f5-46c7-b7ad-9a6255c8ebb4	Legora	Staff Software Engineer
https://jobs.ashbyhq.com/legora/83972c5d-af77-41bb-8c3e-a60760c16310	Legora	Staff Software Engineer
https://jobs.ashbyhq.com/legora/97784bc1-e75b-4da9-89e0-e6e61a6d7e06	Legora	Platform Engineer
https://jobs.ashbyhq.com/legora/3fcdc6ba-e35f-470e-823e-7c4563c933a2	Legora	Senior Software Engineer
https://jobs.ashbyhq.com/legora/04f2f382-7760-4f42-a7da-f85ae8de8a62	Legora	Senior Site Reliability Engineer
https://jobs.ashbyhq.com/legora/f81a4b5e-7ef3-4946-a147-f6c0645e98ca	Legora	Software Engineer (AI Focus)
https://jobs.ashbyhq.com/legora/c6d79161-748c-43a4-a762-95826ed8847f	Legora	Site Reliability Engineer
https://jobs.ashbyhq.com/legora/c7a8d50e-c7f9-4a65-984d-dfa9239335e7	Legora	Staff Site Reliability Engineer
https://jobs.ashbyhq.com/legora/e4ce19dc-e800-42cd-835f-dcc43b96d004	Legora	Software Engineer - AI Enablement & Workplace Technology
https://jobs.ashbyhq.com/perplexity/043d6a58-87a1-4e3c-bf47-4dc351b94cf4	Perplexity	Member of Technical Staff (Software Engineer, Monetization)
https://jobs.ashbyhq.com/perplexity/b932d73f-49f3-4367-8fa7-a22f760e55a3	Perplexity	Member of Technical Staff (Cloud Security Engineer)
https://jobs.ashbyhq.com/perplexity/598e1f7d-b802-4de2-99ac-90eb2bc33315	Perplexity	Member of Technical Staff (AI Infrastructure Engineer)
https://jobs.ashbyhq.com/perplexity/cdbf6ccb-2078-4499-b0a6-af8a04754eee	Perplexity	Member of Technical Staff (AI Security Engineer)
https://jobs.ashbyhq.com/perplexity/dd80ab52-34bd-42af-aa5e-6283b7e6c194	Perplexity	Member of Technical Staff (Backend/Infrastructure Engineer, Search)
https://jobs.ashbyhq.com/perplexity/27aa1a14-bc59-4613-a65a-38598695076f	Perplexity	Member of Technical Staff (Search Engine Developer, Search Core)
https://jobs.ashbyhq.com/perplexity/94ccf41e-d3e1-41aa-9569-c3bcbffc4184	Perplexity	Member of Technical Staff (Backend Software Engineer, Search Crawler)
https://jobs.ashbyhq.com/perplexity/3c656963-876a-458d-bca6-916a42a24c1a	Perplexity	Member of Technical Staff (Software Engineer, Applied AI)
https://jobs.ashbyhq.com/perplexity/8673866c-f624-4b58-b171-752cf003630e	Perplexity	Member of Technical Staff (Software Engineer, AI Platform)
https://jobs.ashbyhq.com/perplexity/9ac5e638-85f6-4308-bcd5-7dfe0a30a79b	Perplexity	Member of Technical Staff (Backend Software Engineer, API Platform)
https://jobs.ashbyhq.com/perplexity/6c9b3c71-85ba-47db-bce5-44fd9fa95d03	Perplexity	Member of Technical Staff (Software Engineer, Security)
https://jobs.ashbyhq.com/perplexity/bc1a6878-8de9-48c2-a791-95b2f8f27261	Perplexity	Member of Technical Staff (AI Software Engineer, Agents)
https://jobs.ashbyhq.com/perplexity/c03bf199-9faa-48a4-809d-095c72b06000	Perplexity	Member of Technical Staff (Software Engineer, Acceleration)
https://jobs.ashbyhq.com/perplexity/2cef7831-6ed3-4663-aec4-57f79f08c95a	Perplexity	Member of Technical Staff (Software Engineer, Infrastructure)
https://jobs.ashbyhq.com/perplexity/7755eb0a-0f51-4286-b75e-591e44c741bc	Perplexity	Member of Technical Staff (Software Engineer, Data Flywheel)
https://jobs.ashbyhq.com/perplexity/2b5a9f9c-7cd5-4579-b7c2-69d09e0214c8	Perplexity	Member of Technical Staff (Backend Software Engineer)
https://jobs.ashbyhq.com/perplexity/4c0ac8bb-55bf-4fb0-b7d7-36d69f55e6c8	Perplexity	Member of Technical Staff (Software Engineer, Computer)
https://jobs.ashbyhq.com/claylabs/9b008b26-189b-45cf-83d8-fee117d32874	Clay Labs	Software Engineer, Developer Experience (AI)
https://jobs.ashbyhq.com/claylabs/045ce27d-8693-4402-86f6-2f09932cc777	Clay Labs	Software Engineer, Full Stack
https://jobs.ashbyhq.com/claylabs/67edc68a-a18e-4f49-98ec-e2ff08f5d701	Clay Labs	Site Reliability Engineer
https://jobs.ashbyhq.com/claylabs/248aa0c7-034f-47d3-a57e-ce16736eeab6	Clay Labs	Software Engineer, Backend
https://jobs.ashbyhq.com/claylabs/18a42bd0-5bff-4c8e-a403-fb79aad2c57b	Clay Labs	Software Engineer, Frontend
https://jobs.ashbyhq.com/claylabs/3940ea40-4c11-40f5-b710-d770c88d0f1b	Clay Labs	Software Engineer, Infrastructure
https://job-boards.eu.greenhouse.io/physicsx/jobs/4815591101	PhysicsX	Frontend Software Engineer - Simulation Workbench
https://job-boards.eu.greenhouse.io/physicsx/jobs/4791010101	PhysicsX	Principal Software Engineer - Engineering Applications
https://job-boards.eu.greenhouse.io/physicsx/jobs/4789290101	PhysicsX	Senior Software Engineer - AI Workbench
https://job-boards.eu.greenhouse.io/physicsx/jobs/4820418101	PhysicsX	Senior Software Engineer - Core Services
https://job-boards.eu.greenhouse.io/physicsx/jobs/4804144101	PhysicsX	Senior Software Engineer - Platform Operations
https://job-boards.eu.greenhouse.io/physicsx/jobs/4804155101	PhysicsX	Senior Software Engineer - Platform Runtime
https://job-boards.eu.greenhouse.io/physicsx/jobs/4804130101	PhysicsX	Senior Software Engineer - SRE Core Infrastructure
https://jobs.ashbyhq.com/workos/cff5a16f-fd1c-4b64-9b66-8a8321122375	WorkOS	Site Reliability Engineer
https://jobs.ashbyhq.com/workos/f2674bd8-3062-4cf8-98fb-72cb81dc5d39	WorkOS	Software Engineer - Frontend
https://jobs.ashbyhq.com/workos/26a54ffa-9465-4d13-bc5f-db41a2bbe505	WorkOS	Infrastructure Engineer
https://jobs.ashbyhq.com/workos/07a7d732-ac5d-4aab-b4bf-ee89951660c2	WorkOS	Software Engineer - Productivity
https://jobs.ashbyhq.com/workos/b6c03b24-b4ee-4ee3-ac62-5e5718c502d4	WorkOS	Developer Experience Engineer
https://jobs.ashbyhq.com/workos/5e650527-d8dd-413a-9cfb-d7d68143274b	WorkOS	Software Engineer - Applied AI
https://jobs.ashbyhq.com/supabase/2ed5e80d-438b-47a5-9efe-12d168b8de81	Supabase	Software Engineer - Support Tooling (APAC/AMER)
https://jobs.ashbyhq.com/supabase/894139b0-cc52-4fe4-b84f-ab6660b517d0	Supabase	Infrastructure Engineer - Observability (APAC)
https://jobs.ashbyhq.com/supabase/8a49c4b3-a48b-4d6a-9c3c-36943fcd0dfb	Supabase	Software Engineer - Supavisor
https://jobs.ashbyhq.com/supabase/847a7bd7-6b75-444a-aeda-d0b28a11c764	Supabase	Platform Engineer - Multicloud
https://jobs.ashbyhq.com/supabase/bf3628f2-f6e8-414e-a3fd-2f5ff481b60c	Supabase	AWS Tech Lead - Platform Operations
https://jobs.ashbyhq.com/resend/06bd9cb2-d189-41b6-baf7-42bd5da9610f	Resend	Developer Experience Engineer
https://job-boards.greenhouse.io/hightouch/jobs/5701750004	Hightouch	Developer Productivity Engineer
https://job-boards.greenhouse.io/hightouch/jobs/4620430004	Hightouch	Full Stack Product Engineer
https://job-boards.greenhouse.io/hightouch/jobs/5542602004	Hightouch	Software Engineer, AI Agents
https://job-boards.greenhouse.io/hightouch/jobs/5809895004	Hightouch	Software Engineer - AI Productivity
https://job-boards.greenhouse.io/hightouch/jobs/5983891004	Hightouch	Software Engineer, Control Plane
https://job-boards.greenhouse.io/hightouch/jobs/5983811004	Hightouch	Software Engineer, Customer Studio Backend
https://job-boards.greenhouse.io/hightouch/jobs/4782632004	Hightouch	Software Engineer, Distributed Systems
https://job-boards.greenhouse.io/hightouch/jobs/5983863004	Hightouch	Software Engineer, Streaming Systems
https://job-boards.greenhouse.io/hightouch/jobs/5734303004	Hightouch	Web Engineer
https://jobs.ashbyhq.com/inngest/ae72d036-b98b-4abb-8454-a687870cf0ca	Inngest	Distributed Systems Engineer - Platform
https://job-boards.eu.greenhouse.io/amplemarket/jobs/4488062101	Amplemarket	Frontend Software Engineer
https://job-boards.eu.greenhouse.io/amplemarket/jobs/4066973101	Amplemarket	Fullstack Software Engineer
https://job-boards.eu.greenhouse.io/amplemarket/jobs/4066899101	Amplemarket	Senior Backend Software Engineer
https://job-boards.eu.greenhouse.io/amplemarket/jobs/4066888101	Amplemarket	Spontaneous Application - Infrastructure Engineer
https://job-boards.greenhouse.io/planetscale/jobs/4009938009	PlanetScale	Software Engineer - Information Security
https://job-boards.greenhouse.io/planetscale/jobs/4036240009	PlanetScale	Software Engineer - Infrastructure
https://jobs.lever.co/pigment/d41c13a1-9fa5-4d4e-8f50-d3c10852c8e0	Pigment	Fullstack Software Engineer
https://jobs.lever.co/pigment/5afbde72-ff75-4841-9ab5-2a95decbc6f2	Pigment	Senior Backend Software Engineer
https://jobs.lever.co/pigment/068f30f5-4343-4a85-ba52-a35ca2e2581f	Pigment	Senior Backend Software Engineer (UK)
https://jobs.lever.co/pigment/cb04a184-0756-461c-b4b3-58f779a82b09	Pigment	Senior Frontend Engineer (UK)
https://jobs.lever.co/pigment/24e3e6d8-56a3-4917-acbe-ec85d0c8cf13	Pigment	Senior Frontend Software Engineer
https://jobs.lever.co/pigment/d4f42533-dabb-49c5-9846-24abbb3f61d8	Pigment	Senior Fullstack Software Engineer
https://jobs.lever.co/pigment/e95eaef9-a07b-4dc8-af33-0b59fd242ac9	Pigment	Senior SRE
https://jobs.lever.co/mistral/aceffeba-c4e9-4b3b-adff-e7e78b986c5c	Mistral AI	Applied AI Engineer, Fullstack Software Engineer - EMEA
https://jobs.lever.co/mistral/3e51d533-1f2d-48e3-9a2b-33fc7e8b0c0c	Mistral AI	Applied AI Engineer, Senior/Staff Devops/SRE - EMEA
https://jobs.lever.co/mistral/5538042e-f157-4a2c-a9ee-e412de9ba761	Mistral AI	Applied AI Engineer, Senior/Staff Fullstack Software Engineer - Singapore
https://jobs.lever.co/mistral/f76907fd-428a-4824-a1cf-8013974fde29	Mistral AI	Mistral Cloud - Site Reliability Engineer
https://jobs.lever.co/mistral/6e16e4fa-a60b-4270-a815-06b0450fb597	Mistral AI	Site Reliability Engineer
https://jobs.lever.co/mistral/b320e972-3ed8-4d02-acb1-37950812cdbc	Mistral AI	Site Reliability Engineer - NYC
https://jobs.lever.co/mistral/305432ef-27ac-4012-a893-a662813ac6e9	Mistral AI	Software Engineer,  Frontend
https://jobs.lever.co/mistral/77b8339f-da37-4f38-b554-1d154f72ca8f	Mistral AI	Software Engineer, Backend (London)
https://jobs.lever.co/mistral/f2e8ba75-bf5a-4976-bb96-c5d3e0f99366	Mistral AI	Software Engineer, Backend (New-York)
https://jobs.lever.co/mistral/e76d2957-2bf6-4d8f-90a2-29bf9a927823	Mistral AI	Software Engineer, Backend (Paris)
https://jobs.lever.co/mistral/31364497-4081-454a-b50c-12d15daf6876	Mistral AI	Software Engineer, Deployment Infrastructure
https://jobs.lever.co/mistral/c9e16eb0-0cb9-423d-8495-a96d10782622	Mistral AI	Software Engineer, DevEx
https://jobs.lever.co/mistral/3eef7a1f-cd9d-430e-ac67-9d52534c346a	Mistral AI	Software Engineer, Enterprise Agents
https://jobs.lever.co/mistral/70d5293a-9183-40d9-874a-cc08a14d5de6	Mistral AI	Software Engineer, Knowledge and Search
https://jobs.lever.co/spotify/66492688-d5b0-4cf8-b1a4-4a715157edd9	Spotify	Backend Engineer  - Data Infrastructure
https://jobs.lever.co/spotify/32d6a16a-e0b8-4049-8221-077dc514af48	Spotify	Backend Engineer - Core Infrastructure
https://jobs.lever.co/spotify/db6450c7-5017-4aa5-8a64-52e39f1ed525	Spotify	Backend Engineer - Data Platform
https://jobs.lever.co/spotify/0f8f7921-bcb4-444c-8ceb-4d3fa6459493	Spotify	Backend Engineer - Music
https://jobs.lever.co/spotify/f542541d-3427-41fd-b7da-bf272bd8b755	Spotify	Backend Engineer - Personalization
https://jobs.lever.co/spotify/e8ef80ed-633f-45ec-a1fc-a55704241f64	Spotify	Backend Engineer - Platform
https://jobs.lever.co/spotify/58860a10-4a0d-4a21-a495-1f3605b300c1	Spotify	Backend Engineer - User Platform
https://jobs.lever.co/spotify/830106b6-0055-4003-bcaa-370648915622	Spotify	Backend Engineer- Release
https://jobs.lever.co/spotify/52fe2b49-3c85-4479-b1db-2c5ab74cbcfc	Spotify	Backend Engineer, Music
https://jobs.lever.co/spotify/454e6013-78ca-4009-9ad4-7597f2045d0a	Spotify	Backend Engineer, Podcast
https://jobs.lever.co/spotify/74c04c1a-afe8-4616-be68-ae452daed595	Spotify	Full Stack Engineer
https://jobs.lever.co/spotify/69524356-88f8-4a8e-b543-0198670e4ceb	Spotify	Full Stack Engineer - Podcast
https://jobs.lever.co/spotify/2d1f743f-9174-413f-b824-6e426082ebeb	Spotify	Fullstack Engineer - Generative UI Platform
https://jobs.lever.co/spotify/6b0128ab-edeb-494b-b747-25cb35af4b6a	Spotify	Senior Backend Engineer - Audiobooks
https://jobs.lever.co/spotify/88b0a5ea-65d8-4c0c-8d1f-c30989ea5c16	Spotify	Senior Backend Engineer - Commerce Platform
https://jobs.lever.co/spotify/4ce74372-9d9f-4fa1-86a3-9c96158a03c5	Spotify	Senior Backend Engineer - Experimentation Platform
https://jobs.lever.co/spotify/05c0fde5-9553-4b1a-95ea-2b46f0e670bb	Spotify	Senior Backend Engineer - Music
https://jobs.lever.co/spotify/ab6947fc-adc4-41db-ad11-8fae741ceff0	Spotify	Senior Backend Engineer - Personalization
https://jobs.lever.co/spotify/2cd04b53-ecfc-4de1-8e12-eab125720520	Spotify	Senior Backend Engineer - Subscriptions
https://jobs.lever.co/spotify/516a9281-8c72-45a3-a17e-81f792cfd14c	Spotify	Senior Full Stack Engineer - Audiobooks
https://jobs.lever.co/spotify/7aa8f2c1-eaa7-445a-a2ed-9e1be3ae2dd4	Spotify	Senior Fullstack Engineer - Backstage Portal, Data Experience
https://jobs.lever.co/spotify/0c364c03-4f52-4cbc-9dd1-8e2524d269ab	Spotify	Senior Fullstack Engineer - Commerce Platform
https://jobs.lever.co/spotify/6fe64020-9ec1-4aed-a15c-1c32dcda6248	Spotify	Senior Fullstack Engineer - Data Platform
https://jobs.lever.co/spotify/cefb269f-ec27-4e16-8d7d-43307a832591	Spotify	Senior Fullstack Engineer – Generative UI Platform
https://jobs.lever.co/spotify/fdfe281d-889c-478a-8f27-c9bc36b2b0cf	Spotify	Senior Site Reliability Engineer
https://jobs.lever.co/spotify/ad5ef898-b800-4213-a63e-e39a97df9cfb	Spotify	Site Reliability Engineer - Backstage
https://boards.greenhouse.io/faire/jobs/8523826002?gh_jid=8523826002	Faire	Staff Backend Engineer - Search FX (Discovery Experience)
https://job-boards.greenhouse.io/intercom/jobs/7824142	Intercom	AI Infrastructure Engineer
https://job-boards.greenhouse.io/intercom/jobs/7276257	Intercom	Senior Full Stack Engineer - Team Web
https://job-boards.greenhouse.io/arizeai/jobs/5970210004	Arize AI	Senior DevOps Engineer, APJ
https://job-boards.greenhouse.io/gleanwork/jobs/4581643005	Glean	Software Engineer, Backend
https://job-boards.greenhouse.io/vercel/jobs/5431123004	Vercel	Software Engineer, Backend
https://boomi.com/boomi-jobs/?gh_jid=5784409004	Boomi	Senior Software Engineer
https://jobs.ashbyhq.com/klue/ed50e681-1363-4141-ae60-bca17eba5f04	Klue	Software Engineer, AI
https://jobs.ashbyhq.com/attio/d973504f-6cdd-4eaa-912d-b8e8dc8703d9	Attio	Senior Platform Engineer
https://jobs.ashbyhq.com/attio/12b5faed-50b9-4b7a-80e8-af17b621cbe2	Attio	Engineering Lead
https://careers.hootsuite.com/job/?gh_jid=7717102	Hootsuite	Intermediate Software Developer, DevOps
https://jobs.ashbyhq.com/decagon/dc7c3b51-5be0-4890-a481-5bb200df48eb	Decagon	Senior Software Engineer, Enterprise Product
https://jobs.ashbyhq.com/decagon/bb53080a-2945-4d39-9ef3-ef9a6fce6219	Decagon	Staff Software Engineer, Agent Orchestration
https://jobs.ashbyhq.com/decagon/762ee436-6acc-4700-9927-0e73d6dc4123	Decagon	Senior Software Engineer, Agent Orchestration
https://jobs.ashbyhq.com/decagon/a4796fbc-b45c-4e1b-b1d2-1a17c0b4fa7a	Decagon	Senior Software Engineer, Infrastructure
https://jobs.ashbyhq.com/decagon/52943ef2-e3ed-44d8-ab3f-17dd28d0376d	Decagon	Staff Software Engineer, Enterprise Product
https://jobs.ashbyhq.com/decagon/cd95c25c-fdb7-4816-8a31-6d75e86adbe0	Decagon	Senior Software Engineer, Agents
https://careers.hellofresh.com/global/en/job/7731719?gh_jid=7731719	HelloFresh	Senior Infrastructure Engineer, Intelligent Platforms
https://job-boards.greenhouse.io/contentful/jobs/7557586	Contentful	Fullstack Software Engineer (f/m/d)
https://job-boards.greenhouse.io/contentful/jobs/7776562	Contentful	Senior Backend Engineer - AI Platform (f/m/d)
https://job-boards.greenhouse.io/contentful/jobs/7760966	Contentful	Senior Software Engineer - Backend & Infrastructure (f/m/d)
https://jobs.lever.co/pigment/bf7cacad-0f52-4db4-88d4-ad7b22bd852e	Pigment	Senior Backend Software Engineer
https://jobs.ashbyhq.com/causaly/e8a169c8-687c-4562-be87-6ee7c87cdbfb	Causaly	Senior Software Engineer
https://wayve.firststage.co/jobs?gh_jid=8431122002	Wayve	Application Software Engineer
https://wayve.firststage.co/jobs?gh_jid=8460447002	Wayve	Application Software Engineer - Relocation to Tokyo
https://wayve.firststage.co/jobs?gh_jid=8431121002	Wayve	Principal Application Software Engineer
https://wayve.firststage.co/jobs?gh_jid=8478640002	Wayve	Principal Application Software Engineer - Relocation to Tokyo
https://jobs.lever.co/spotify/ee5064af-0116-4ef2-994a-cb8fed580290	Spotify	Backend Engineer, Music
https://jobs.lever.co/spotify/4cf40d3f-0ba2-443a-9ed1-62f7cdccba7b	Spotify	Senior Backend Engineer - Music
https://jobs.lever.co/spotify/3b493d83-5f06-4483-af6f-f2c471fe06d8	Spotify	Senior Backend Engineer - Subscriptions
https://jobs.ashbyhq.com/legora/b0dcbd44-38c5-46fc-aa9a-610fe881fc1c	Legora	Senior Backend Engineer
https://jobs.ashbyhq.com/legora/2ec4729a-82e2-4e7b-90d9-c9afb8e941bb	Legora	Senior Software Engineer
https://jobs.ashbyhq.com/legora/a5d017d8-4180-4db3-8cae-3a7f9fa4976c	Legora	Senior Site Reliability Engineer
https://jobs.ashbyhq.com/legora/5dbc669c-9af2-4430-ba23-fd02a77b259e	Legora	Site Reliability Engineer
https://jobs.ashbyhq.com/perplexity/60deb376-51b5-46c6-9e17-55377a5ef34e	Perplexity	Member of Technical Staff (AI Infrastructure Engineer)
https://jobs.ashbyhq.com/pinecone/499ce77a-7ed0-462e-9efb-3e7dad6cd5ad	Pinecone	Senior/Staff Software Engineer, Search & Retrieval Infrastructure
https://jobs.ashbyhq.com/sierra/e9f5fdb6-91ee-4c55-9230-41ec8865650e	Sierra	Software Engineer, Agent
https://jobs.ashbyhq.com/faculty/bcf086b9-f8b5-491b-b9b9-73d8cd6e23e8	Faculty	Lead Software Engineer
https://jobs.ashbyhq.com/faculty/d27529f9-f917-4924-adb2-304cb097bfb2	Faculty	Full Stack Software Engineer
https://jobs.ashbyhq.com/faculty/20821b8b-1d11-4550-9d71-2a30ed56024e	Faculty	Senior Software Engineer
https://jobs.ashbyhq.com/faculty/6af81a14-8524-4697-b82e-f76efc8b264d	Faculty	Software Engineer
https://jobs.ashbyhq.com/faculty/f1eddd06-ca92-4ad7-ad70-4ed15e41e366	Faculty	Software Engineer
